Brand;Model;Body_Type;Year;Price;Mileage;Engine_Size;Horsepower;Fuel_Type;Gender;Marital_Status;Has_Children;Social_Status
Toyota;Camry;Sedan;2021;16785;56652;2;135;Petrol;Male;Single;3;4
Mercedes;GLE;Sedan;2020;22869;13628;2,5;204;Petrol;Female;Single;2;2
Nissan;Altima;Sedan;2021;23780;22110;1,6;193;Petrol;Male;Married;0;2
Ford;Explorer;Sedan;2021;42275;64180;1,6;260;Petrol;Female;Married;2;5
Tesla;Model 3;Sedan;2020;21979;22312;2;381;Petrol;Male;Single;1;5
Kia;Soul;Sedan;2020;45351;54908;2;276;Petrol;Female;Married;0;1
Hyundai;Elantra;Sedan;2020;48460;6563;2;220;Petrol;Female;Married;0;1
Toyota;RAV4;Sedan;2020;22817;64499;2;274;Petrol;Female;Married;3;2
Tesla;Model S;Sedan;2019;44629;71747;3,5;374;Petrol;Male;Single;0;4
Mercedes;GLE;Sedan;2019;18658;20490;3,5;397;Petrol;Male;Single;3;1
BMW;X3;Hatchback;2019;41710;5314;2;323;Petrol;Female;Married;2;5
Toyota;Corolla;Sedan;2020;37267;86364;1,8;323;Petrol;Male;Single;0;3
Honda;CR-V;Sedan;2019;31686;8239;2,5;110;Petrol;Female;Married;0;4
Hyundai;Sonata;Sedan;2020;37174;77463;2;193;Petrol;Female;Single;0;2
BMW;3 Series;Truck;2021;19534;55271;2;352;Petrol;Female;Married;2;3
Kia;Sportage;Hatchback;2019;17946;54290;2;303;Petrol;Female;Married;3;3
Honda;Accord;Sedan;2019;36741;69173;2;275;Petrol;Female;Married;3;4
Nissan;Maxima;Sedan;2020;22823;7232;2;295;Petrol;Female;Single;1;3
BMW;X3;Sedan;2019;27729;57541;2;296;Electric;Male;Single;3;3
Toyota;RAV4;Hatchback;2020;32598;84969;2;123;Petrol;Female;Married;1;4
BMW;X3;Sedan;2020;29516;57505;2;164;Petrol;Male;Single;3;2
Chevrolet;Camaro;Sedan;2021;21545;6606;2,5;148;Petrol;Male;Married;3;3
Mercedes;GLC;Sedan;2020;18329;51782;2,5;337;Petrol;Male;Single;0;3
Tesla;Model S;Sedan;2020;48105;38474;2;318;Petrol;Male;Single;1;5
Toyota;Prius;Sedan;2021;17724;31821;2;306;Petrol;Male;Married;2;1
Chevrolet;Equinox;Sedan;2018;39566;46086;2;286;Petrol;Female;Married;2;4
Kia;Sorento;Sedan;2020;34978;94694;2;141;Petrol;Male;Married;0;1
Kia;Soul;Truck;2021;48431;67015;2;371;Petrol;Female;Single;2;1
Toyota;Corolla;Sedan;2020;33972;39567;2,5;118;Petrol;Female;Single;0;2
Kia;Sportage;Truck;2020;22675;69767;;237;Petrol;Female;Single;1;1
Mercedes;GLC;Sedan;2020;30814;99437;2;374;Petrol;Female;Married;3;2
Honda;Accord;Sedan;2020;34548;7979;1,6;376;Petrol;Male;Married;2;1
Hyundai;Sonata;Hatchback;2020;45042;79897;1,8;169;Petrol;Male;Single;1;1
BMW;3 Series;Sedan;2021;15896;86061;2;261;Petrol;Female;Single;2;5
Mercedes;GLC;Sedan;2021;40107;45669;1,6;193;Petrol;Male;Single;0;4
BMW;3 Series;Truck;2021;21287;28528;2;321;Petrol;Female;Single;2;2
Mercedes;GLE;Sedan;2020;48476;59637;1,6;364;Petrol;Female;Married;1;4
Kia;Optima;Hatchback;2020;16782;32985;;332;Petrol;Male;Married;3;4
Ford;Explorer;Sedan;2020;49811;30998;2,5;111;Petrol;Female;Married;1;3
Nissan;Rogue;Sedan;2020;21111;19085;2;127;Petrol;Female;Married;0;2
BMW;X3;Sedan;2021;17483;44108;2;238;Petrol;Male;Single;2;3
Mercedes;GLC;Sedan;2019;21231;17415;1,6;252;Petrol;Female;Married;3;3
BMW;X5;Sedan;2020;41414;31235;2;256;Petrol;Female;Married;0;3
Ford;F-150;Hatchback;2019;33329;23506;2;148;Petrol;Female;Single;1;5
Kia;Optima;Sedan;2021;22291;44227;2;224;Petrol;Female;Single;2;5
Ford;Explorer;Sedan;2021;35952;48596;2;176;Petrol;Female;Married;1;1
Hyundai;Tucson;Truck;2021;49975;33424;;294;Petrol;Male;Married;3;3
Honda;Fit;Sedan;2020;22012;11348;2;373;Petrol;Male;Married;1;1
BMW;3 Series;Hatchback;2020;46265;40258;2;307;Petrol;Female;Single;0;4
Nissan;Sentra;Sedan;2020;39570;94379;2;273;Petrol;Female;Single;0;4
Chevrolet;Camaro;Truck;2021;36649;51376;1,8;335;Petrol;Female;Married;1;5
Honda;Accord;Sedan;2021;33506;45721;2,5;253;Petrol;Female;Married;1;5
Tesla;Model 3;Truck;2020;15670;67300;2;286;Petrol;Female;Single;2;1
Hyundai;Santa Fe;Sedan;2019;22573;47777;2;172;Petrol;Female;Married;0;2
Hyundai;Santa Fe;Hatchback;2018;49123;27248;2,5;250;Petrol;Female;Single;2;2
Kia;Optima;Sedan;2018;18279;72043;2;301;Petrol;Male;Married;2;3
Hyundai;Sonata;Sedan;2018;29684;94961;3,5;300;Petrol;Male;Married;2;2
Ford;Explorer;Sedan;2020;19524;19006;2,5;393;Petrol;Male;Married;3;2
Mercedes;C-Class;Sedan;2019;16438;47346;2;134;Petrol;Male;Single;0;2
Chevrolet;Camaro;Sedan;2020;16782;41030;;386;Petrol;Male;Single;3;4
Kia;Optima;Sedan;2021;27840;21988;2,5;113;Petrol;Male;Single;2;2
Chevrolet;Malibu;Hatchback;2019;31517;89891;2;244;Petrol;Male;Single;0;2
Tesla;Model Y;Sedan;2021;20248;88281;1,6;141;Electric;Male;Single;0;4
Kia;Sorento;Sedan;2020;31347;11018;2,5;292;Petrol;Male;Single;3;3
BMW;X5;Truck;2019;38879;46796;3,5;397;Petrol;Female;Married;3;1
Nissan;Maxima;Hatchback;2021;23871;75447;2,5;275;Petrol;Female;Married;1;4
Kia;Sportage;Hatchback;2021;29351;32299;1,6;169;Petrol;Male;Married;3;1
Kia;Optima;Sedan;2020;28151;44605;2;398;Petrol;Male;Single;0;3
Chevrolet;Silverado;Sedan;2020;47293;14921;;190;Petrol;Male;Single;2;5
Hyundai;Tucson;Sedan;2020;17713;83896;2,5;105;Petrol;Male;Married;3;4
Nissan;Rogue;Sedan;2020;21187;35456;2;144;Petrol;Female;Married;1;1
Kia;Sportage;Hatchback;2021;43765;76974;;202;Petrol;Female;Married;0;5
Tesla;Model X;Sedan;2021;36370;39961;2,5;181;Electric;Male;Married;3;1
Chevrolet;Silverado;Sedan;2021;49155;82194;1,8;261;Petrol;Male;Married;1;4
BMW;X5;Sedan;2021;46422;51841;;397;Petrol;Male;Married;3;1
Hyundai;Elantra;Sedan;2021;17564;67495;2;181;Petrol;Male;Married;3;1
Honda;Fit;Sedan;2021;23688;35712;;304;Petrol;Female;Married;3;1
Toyota;RAV4;Sedan;2020;15442;32274;2,5;199;Petrol;Female;Married;0;4
Kia;Sorento;Sedan;2021;38783;12798;2;261;Petrol;Female;Single;0;1
Chevrolet;Silverado;Sedan;2018;28787;95101;2,5;339;Petrol;Male;Married;0;5
Chevrolet;Equinox;Hatchback;2021;37763;51260;1,6;151;Petrol;Male;Married;1;5
Hyundai;Tucson;Sedan;2020;34941;99215;2;328;Petrol;Male;Single;2;5
BMW;5 Series;Sedan;2020;48153;38782;2,5;384;Petrol;Female;Married;1;5
Mercedes;C-Class;Sedan;2018;18994;76625;2,5;358;Petrol;Female;Married;2;1
Mercedes;GLC;Truck;2019;27727;91570;1,6;233;Petrol;Male;Single;3;4
BMW;X3;Sedan;2021;44365;95643;2,5;110;Petrol;Female;Single;0;5
BMW;X5;Sedan;2018;40002;46303;2,5;176;Petrol;Female;Single;1;3
Chevrolet;Malibu;Hatchback;2018;25874;47098;3,5;367;Petrol;Female;Single;0;4
Tesla;Model 3;Hatchback;2020;34373;35594;1,6;262;Petrol;Female;Single;3;2
Honda;Fit;Sedan;2021;49021;62113;1,6;375;Petrol;Male;Married;1;5
Kia;Sportage;Hatchback;2021;27134;99444;1,6;259;Petrol;Female;Married;0;1
Hyundai;Sonata;Sedan;2021;28545;65023;;318;Petrol;Male;Married;1;1
Mercedes;E-Class;Sedan;2020;18266;49397;2,5;310;Petrol;Male;Married;0;4
Toyota;Prius;Sedan;2019;29572;58437;2;319;Petrol;Male;Single;0;5
Honda;Fit;Sedan;2021;35017;9421;2;107;Petrol;Male;Married;0;5
Mercedes;GLC;Sedan;2020;31362;81836;2;198;Electric;Female;Single;2;3
Mercedes;C-Class;Sedan;2020;24232;82658;1,8;385;Petrol;Female;Married;3;3
Hyundai;Tucson;Sedan;2019;34998;58382;2;340;Petrol;Female;Single;0;3
Kia;Sportage;Sedan;2020;24821;41607;2;265;Petrol;Female;Married;3;2
Nissan;Maxima;Sedan;2020;41542;99473;;338;Petrol;Male;Single;2;3
Honda;CR-V;Sedan;2020;15583;73913;3,5;219;Petrol;Male;Single;0;3
Chevrolet;Malibu;Sedan;2021;38354;35718;2;321;Petrol;Female;Married;2;4
Chevrolet;Camaro;Hatchback;2018;44971;25504;2;162;Petrol;Female;Married;0;3
Tesla;Model Y;Sedan;2020;40020;91663;1,6;172;Petrol;Male;Married;1;3
Honda;CR-V;Sedan;2020;49747;89216;2;165;Petrol;Female;Married;0;2
Toyota;Prius;Sedan;2021;25089;17791;;158;Petrol;Male;Married;0;4
BMW;3 Series;Truck;2021;18299;86673;3,5;298;Petrol;Male;Single;1;1
Mercedes;C-Class;Sedan;2020;21868;75534;2;297;Petrol;Male;Single;2;4
Mercedes;GLE;Sedan;2018;30596;93787;3,5;397;Petrol;Female;Married;0;1
Kia;Optima;Sedan;2020;15979;71930;2;332;Petrol;Male;Single;2;1
Mercedes;GLE;Truck;2020;42592;71323;2;379;Petrol;Male;Single;1;4
BMW;5 Series;Sedan;2020;30287;38678;2,5;217;Petrol;Female;Married;0;4
Tesla;Model X;Sedan;2019;49540;90135;2;137;Petrol;Male;Married;1;1
Nissan;Rogue;Sedan;2020;15838;30156;3,5;116;Petrol;Female;Married;3;5
BMW;5 Series;Truck;2021;24770;31469;2,5;125;Petrol;Female;Single;1;4
Ford;Mustang;Sedan;2020;40021;11608;2,5;356;Petrol;Male;Single;2;2
Tesla;Model S;Sedan;2019;32131;92705;2,5;228;Petrol;Male;Single;1;2
Mercedes;E-Class;Sedan;2021;31437;81126;2;284;Petrol;Male;Single;1;3
Kia;Sportage;Hatchback;2018;35942;65375;2,5;107;Petrol;Female;Single;3;1
Mercedes;C-Class;Sedan;2019;15566;81001;;272;Petrol;Male;Single;2;1
Kia;Sorento;Sedan;2020;22946;13695;2,5;120;Petrol;Female;Married;0;2
Toyota;RAV4;Sedan;2020;30693;26278;2;165;Electric;Male;Single;1;5
Kia;Sorento;Sedan;2021;42628;70603;2;301;Petrol;Male;Married;2;4
Nissan;Sentra;Sedan;2020;22407;96536;3,5;302;Petrol;Male;Married;1;4
Kia;Optima;Truck;2018;40227;46663;2;275;Petrol;Female;Married;3;5
BMW;X3;Sedan;2020;15096;27298;3,5;386;Petrol;Female;Married;3;1
Hyundai;Tucson;Sedan;2021;20021;20620;2;387;Petrol;Female;Married;1;4
Honda;Fit;Sedan;2021;18257;16478;2,5;177;Petrol;Female;Married;0;4
Nissan;Maxima;Sedan;2020;45277;63076;2;160;Petrol;Male;Single;3;4
Hyundai;Elantra;Sedan;2018;19429;11432;2;323;Petrol;Female;Single;1;4
Ford;F-150;Sedan;2020;35465;40589;2;384;Electric;Male;Single;1;4
Honda;Civic;Sedan;2019;46584;81806;1,6;175;Petrol;Female;Married;3;5
Chevrolet;Silverado;Sedan;2021;48920;29644;2;294;Petrol;Male;Married;1;3
BMW;X3;Sedan;2021;30852;15446;2,5;112;Petrol;Male;Married;3;4
Kia;Sportage;Sedan;2021;37663;46995;2,5;165;Electric;Male;Married;1;3
Kia;Soul;Truck;2021;15231;86750;2;241;Petrol;Female;Single;3;4
Tesla;Model X;Sedan;2020;16590;93999;2;193;Petrol;Female;Married;0;2
Tesla;Model 3;Sedan;2020;17364;31277;2,5;254;Petrol;Male;Married;2;2
Nissan;Sentra;Truck;2021;34300;64469;;284;Petrol;Female;Single;2;1
Ford;F-150;Sedan;2021;30123;87687;;385;Petrol;Male;Married;0;3
Ford;Mustang;Sedan;2018;23716;5930;2,5;321;Petrol;Female;Single;2;1
Hyundai;Tucson;Sedan;2019;46368;37897;2;384;Petrol;Male;Single;1;5
Ford;Explorer;Sedan;2021;41549;97133;1,6;327;Petrol;Female;Single;2;1
Honda;Civic;Sedan;2018;46816;13167;2;285;Petrol;Female;Single;3;3
Honda;CR-V;Sedan;2021;24570;97464;2;320;Petrol;Male;Married;0;3
Mercedes;GLE;Sedan;2019;23080;28210;2,5;339;Petrol;Male;Married;0;1
Ford;Mustang;Sedan;2021;32283;88371;2,5;145;Petrol;Male;Married;2;1
Honda;Fit;Sedan;2020;34599;89563;2;232;Petrol;Female;Married;2;5
Kia;Soul;Sedan;2020;24925;13133;;236;Petrol;Male;Married;3;2
Honda;Civic;Sedan;2020;20543;85163;2;377;Petrol;Female;Single;0;1
Tesla;Model 3;Sedan;2019;19171;31437;;184;Petrol;Male;Married;3;4
Ford;Explorer;Sedan;2020;18872;63748;;287;Petrol;Female;Married;3;5
BMW;5 Series;Hatchback;2021;40956;20655;1,6;228;Electric;Female;Single;2;1
Chevrolet;Camaro;Sedan;2021;21414;23528;1,6;252;Petrol;Male;Married;2;5
Nissan;Maxima;Sedan;2020;21207;11777;2;304;Petrol;Male;Single;1;3
Chevrolet;Silverado;Sedan;2021;27629;47545;1,8;149;Petrol;Male;Single;0;3
Kia;Optima;Sedan;2019;38407;24725;3,5;298;Petrol;Male;Married;0;4
Tesla;Model 3;Sedan;2018;39254;81199;2;267;Petrol;Female;Married;0;5
Mercedes;E-Class;Sedan;2019;35368;33177;;308;Electric;Male;Single;1;4
Kia;Soul;Sedan;2021;28258;32512;1,8;247;Petrol;Female;Single;3;5
Chevrolet;Malibu;Sedan;2019;49536;65992;2;227;Petrol;Male;Married;2;3
Honda;CR-V;Sedan;2018;21437;70337;3,5;267;Petrol;Female;Married;1;3
Hyundai;Sonata;Sedan;2019;30410;95405;2,5;172;Petrol;Male;Married;2;1
Tesla;Model Y;Sedan;2018;28123;34413;2;165;Petrol;Male;Single;1;1
Chevrolet;Camaro;Sedan;2019;38928;99541;1,8;338;Petrol;Female;Single;1;1
Ford;Explorer;Sedan;2020;20377;26580;2;213;Electric;Male;Married;3;2
Mercedes;C-Class;Sedan;2021;27608;38803;2;217;Petrol;Male;Married;1;4
Toyota;Camry;Sedan;2019;43605;77268;2;385;Petrol;Female;Single;3;3
BMW;X5;Sedan;2020;47945;32420;2;228;Petrol;Male;Single;1;4
Hyundai;Tucson;Sedan;2021;37991;87331;2,5;381;Petrol;Female;Single;3;3
Hyundai;Santa Fe;Sedan;2020;27787;68457;2,5;128;Petrol;Male;Single;3;3
Mercedes;GLE;Sedan;2020;43228;48522;1,6;391;Petrol;Female;Single;2;2
Mercedes;C-Class;Sedan;2018;25646;55166;2;390;Petrol;Male;Married;2;1
Hyundai;Santa Fe;Sedan;2020;28030;22015;1,8;295;Petrol;Female;Single;3;4
Ford;Mustang;Hatchback;2021;38893;11706;2,5;186;Petrol;Female;Single;1;4
BMW;3 Series;Sedan;2019;43337;87260;2;220;Electric;Male;Single;0;2
Mercedes;GLE;Sedan;2020;38367;97422;1,6;226;Petrol;Female;Married;3;4
Kia;Optima;Sedan;2021;25411;37303;2;221;Petrol;Male;Married;0;1
Toyota;RAV4;Sedan;2019;34861;80801;1,6;302;Petrol;Female;Married;0;2
Chevrolet;Malibu;Sedan;2019;35368;57501;1,8;315;Petrol;Female;Single;1;1
Kia;Sportage;Sedan;2019;19273;67457;2,5;390;Petrol;Male;Single;1;5
Hyundai;Santa Fe;Sedan;2021;20082;7710;2;333;Petrol;Female;Married;0;5
Tesla;Model X;Sedan;2020;34640;37107;2;226;Petrol;Female;Married;0;5
Toyota;RAV4;Hatchback;2020;49746;34796;2,5;240;Petrol;Male;Married;0;3
Hyundai;Elantra;Sedan;2020;46168;72937;3,5;246;Electric;Male;Married;0;2
BMW;5 Series;Sedan;2021;32088;77109;1,6;290;Petrol;Female;Single;2;5
Ford;Explorer;Sedan;2020;33458;26376;2;167;Petrol;Male;Single;0;3
Honda;Fit;Sedan;2021;25114;71706;2;337;Electric;Female;Married;0;4
Kia;Sportage;Sedan;2020;37131;86596;2;370;Petrol;Female;Married;2;1
Chevrolet;Silverado;Sedan;2020;49173;76389;2;160;Petrol;Female;Married;0;4
Nissan;Altima;Sedan;2019;19370;31780;1,8;199;Petrol;Female;Married;0;4
Ford;Fusion;Truck;2018;25065;13094;2,5;319;Electric;Female;Single;1;5
Mercedes;GLE;Sedan;2020;30533;90203;;284;Petrol;Female;Married;2;5
Tesla;Model 3;Sedan;2020;35682;85215;2;203;Petrol;Male;Married;3;1
Nissan;Altima;Sedan;2020;39324;28233;;186;Electric;Male;Married;2;1
Tesla;Model S;Sedan;2019;26001;79364;2;140;Petrol;Female;Married;0;4
Toyota;Prius;Sedan;2019;34120;18830;2,5;348;Electric;Male;Single;1;2
Honda;Civic;Truck;2020;36930;26013;2,5;229;Petrol;Female;Single;3;5
Ford;F-150;Hatchback;2019;44494;65797;2;195;Petrol;Male;Single;3;2
Hyundai;Sonata;Sedan;2020;15214;99200;2;180;Petrol;Female;Single;2;3
Mercedes;GLE;Sedan;2020;19530;83356;2;191;Petrol;Male;Married;2;3
Kia;Sorento;Truck;2020;35322;51658;;236;Petrol;Female;Single;1;2
Chevrolet;Camaro;Sedan;2020;32789;8025;3,5;248;Petrol;Male;Married;2;3
Kia;Optima;Sedan;2020;18365;8304;2;373;Petrol;Male;Single;3;5
Chevrolet;Malibu;Sedan;2019;24706;84445;2,5;191;Petrol;Female;Single;3;1
Kia;Optima;Sedan;2018;39183;24855;2,5;214;Petrol;Male;Single;1;1
Chevrolet;Equinox;Sedan;2020;32289;68558;2,5;290;Petrol;Female;Married;1;4
Chevrolet;Malibu;Sedan;2020;23745;58389;1,8;217;Petrol;Female;Married;2;3
Chevrolet;Equinox;Sedan;2018;49786;69296;2;207;Petrol;Male;Married;2;3
Nissan;Maxima;Sedan;2021;44066;25310;1,8;250;Petrol;Male;Single;0;2
Nissan;Rogue;Sedan;2020;24391;12587;;115;Petrol;Female;Married;3;2
Hyundai;Elantra;Sedan;2021;17534;34681;2;209;Petrol;Male;Married;2;1
Toyota;Prius;Sedan;2019;40352;25573;2;305;Electric;Female;Married;3;4
Toyota;Prius;Sedan;2021;46941;82714;2,5;251;Petrol;Female;Single;0;5
Toyota;RAV4;Sedan;2020;35095;41278;2;129;Petrol;Male;Single;3;5
Kia;Sorento;Sedan;2020;20096;84348;2,5;108;Petrol;Male;Married;1;5
Hyundai;Tucson;Sedan;2020;39389;62354;1,8;260;Petrol;Male;Married;1;1
Nissan;Altima;Sedan;2020;22956;98235;1,6;369;Petrol;Female;Single;3;1
Kia;Soul;Sedan;2018;38550;33249;;190;Petrol;Female;Married;2;3
BMW;X3;Truck;2020;40848;50465;2;327;Petrol;Male;Married;3;1
Mercedes;GLE;Hatchback;2021;30750;46909;2;287;Petrol;Male;Married;0;2
Chevrolet;Malibu;Truck;2019;38824;97143;3,5;380;Petrol;Female;Married;0;5
Nissan;Rogue;Sedan;2019;36446;70835;2,5;139;Petrol;Female;Single;3;3
Ford;Explorer;Sedan;2018;18835;19111;2;238;Petrol;Female;Married;2;5
Toyota;Prius;Sedan;2021;36118;50744;3,5;327;Petrol;Male;Married;2;1
BMW;5 Series;Hatchback;2018;21967;46061;1,8;160;Petrol;Female;Married;0;3
Chevrolet;Camaro;Sedan;2021;41207;23688;2;385;Petrol;Male;Married;3;5
BMW;X5;Hatchback;2020;47880;58269;2;223;Petrol;Female;Single;3;2
Mercedes;E-Class;Sedan;2020;28643;84116;2;183;Petrol;Female;Single;3;5
Nissan;Rogue;Sedan;2020;40556;76715;2,5;105;Petrol;Male;Single;3;2
Nissan;Maxima;Sedan;2021;32040;94397;1,8;317;Petrol;Female;Married;3;3
BMW;X3;Hatchback;2020;36156;80880;2;227;Petrol;Female;Married;2;1
Kia;Optima;Sedan;2019;30486;16952;;282;Petrol;Female;Married;1;1
Ford;Explorer;Sedan;2019;20851;17075;3,5;158;Petrol;Male;Single;0;1
Chevrolet;Equinox;Sedan;2020;39688;17794;1,6;304;Petrol;Male;Married;0;2
BMW;5 Series;Sedan;2021;46437;54655;2,5;340;Petrol;Female;Married;2;1
Kia;Soul;Sedan;2021;27353;58571;2;276;Petrol;Female;Married;3;3
Toyota;Corolla;Sedan;2018;23584;67257;2;192;Electric;Male;Married;1;5
Mercedes;GLC;Sedan;2021;40610;69878;1,8;372;Petrol;Female;Single;0;5
Honda;Fit;Sedan;2021;32893;38471;;244;Petrol;Female;Married;0;5
Kia;Sorento;Sedan;2019;23726;5151;1,8;277;Petrol;Female;Married;3;5
Ford;Explorer;Sedan;2019;43634;94722;2;218;Electric;Male;Single;2;5
Chevrolet;Camaro;Sedan;2018;15376;31063;1,8;225;Electric;Male;Married;2;2
Hyundai;Tucson;Sedan;2021;17055;60806;2;338;Petrol;Female;Married;2;4
Tesla;Model S;Truck;2021;26804;70381;2;177;Petrol;Male;Married;0;5
Hyundai;Sonata;Sedan;2021;18904;58199;2;259;Petrol;Male;Single;0;5
Toyota;RAV4;Hatchback;2020;15195;59102;2,5;353;Petrol;Female;Married;0;5
Mercedes;C-Class;Sedan;2019;34427;27158;1,8;338;Petrol;Male;Married;1;3
Kia;Optima;Sedan;2019;36172;36086;1,8;225;Petrol;Female;Single;1;4
Hyundai;Tucson;Truck;2019;34799;74930;2,5;363;Petrol;Female;Single;2;3
Ford;Explorer;Sedan;2020;33649;75687;2,5;329;Petrol;Male;Single;0;5
Nissan;Rogue;Sedan;2020;31185;31186;2,5;348;Petrol;Female;Single;2;1
BMW;5 Series;Sedan;2021;30288;6967;1,6;227;Petrol;Male;Married;3;5
Tesla;Model Y;Hatchback;2020;22531;14948;2;149;Petrol;Female;Single;0;2
Toyota;Corolla;Sedan;2020;43191;74586;;246;Petrol;Male;Single;0;3
Nissan;Maxima;Sedan;2021;28891;17109;2;344;Petrol;Male;Single;0;3
Kia;Sorento;Sedan;2020;40447;15192;;157;Petrol;Female;Single;2;2
Nissan;Maxima;Truck;2018;25971;82736;1,8;268;Petrol;Female;Married;0;3
Tesla;Model Y;Sedan;2021;20468;77525;2;179;Petrol;Male;Single;2;2
BMW;X5;Sedan;2018;19476;82506;2;124;Electric;Female;Married;0;5
Honda;Fit;Sedan;2021;21919;82562;2;339;Petrol;Female;Married;3;2
BMW;X3;Sedan;2020;46067;90972;2;269;Electric;Male;Married;2;3
BMW;5 Series;Sedan;2018;23493;80799;2;259;Petrol;Male;Single;0;3
Honda;Accord;Sedan;2019;31602;91124;2,5;211;Petrol;Female;Single;1;1
Chevrolet;Malibu;Sedan;2020;28527;29797;2;167;Petrol;Female;Single;2;2
Honda;Accord;Truck;2020;28389;24246;3,5;135;Petrol;Female;Single;0;2
Hyundai;Elantra;Hatchback;2021;35650;29977;2;281;Petrol;Female;Married;1;3
Nissan;Maxima;Sedan;2021;33969;12964;;164;Petrol;Male;Single;1;5
Ford;Fusion;Truck;2019;16091;31128;1,8;336;Petrol;Female;Single;1;2
Toyota;Camry;Truck;2020;42286;69695;1,8;389;Petrol;Male;Single;0;4
Kia;Optima;Truck;2020;46225;30839;2;283;Petrol;Male;Married;2;2
Honda;Civic;Sedan;2021;27579;21942;2;192;Petrol;Male;Married;1;3
Hyundai;Santa Fe;Sedan;2020;24467;9706;2,5;255;Petrol;Male;Single;2;3
Kia;Sorento;Sedan;2020;48858;10193;2;213;Petrol;Female;Married;3;1
Nissan;Rogue;Sedan;2019;25315;13110;2;265;Petrol;Female;Married;1;5
Ford;Explorer;Sedan;2021;23773;6261;2;150;Petrol;Male;Single;2;3
Ford;Fusion;Hatchback;2021;31316;76009;2,5;234;Petrol;Female;Single;1;1
BMW;X3;Hatchback;2020;32341;56355;1,6;199;Petrol;Male;Married;0;2
Tesla;Model Y;Hatchback;2019;41322;50729;2,5;106;Petrol;Male;Married;1;4
Honda;CR-V;Sedan;2021;20231;54410;2;385;Petrol;Female;Single;3;1
Tesla;Model Y;Sedan;2018;36269;63852;2;355;Petrol;Female;Married;1;2
Kia;Sportage;Sedan;2020;34681;34654;3,5;235;Petrol;Male;Married;2;4
BMW;X5;Sedan;2021;29288;44677;2;203;Petrol;Female;Single;2;3
BMW;X5;Hatchback;2020;31084;46576;2,5;262;Petrol;Male;Married;2;5
Honda;Accord;Hatchback;2021;45065;88318;;153;Petrol;Male;Married;1;2
Nissan;Altima;Sedan;2019;32021;16603;2;127;Petrol;Female;Single;0;3
Toyota;Corolla;Sedan;2021;43139;33574;1,6;201;Petrol;Female;Married;3;5
Chevrolet;Equinox;Sedan;2018;43321;70219;;173;Petrol;Female;Married;0;4
BMW;5 Series;Sedan;2019;30109;61174;2;261;Petrol;Female;Married;2;2
Mercedes;E-Class;Sedan;2020;19764;55322;2;116;Petrol;Male;Single;0;2
Tesla;Model X;Sedan;2020;39334;17100;2,5;246;Petrol;Female;Married;2;2
Hyundai;Tucson;Sedan;2019;20155;12451;1,6;348;Petrol;Female;Single;2;2
Mercedes;E-Class;Sedan;2018;21216;55125;2,5;232;Petrol;Male;Married;0;2
Hyundai;Santa Fe;Sedan;2021;46275;76931;2,5;112;Petrol;Female;Single;3;1
Honda;CR-V;Truck;2019;25057;83337;2;204;Electric;Female;Single;2;2
Kia;Soul;Sedan;2019;43245;10212;1,8;335;Petrol;Male;Married;0;2
Chevrolet;Silverado;Sedan;2019;19447;43631;3,5;102;Petrol;Female;Married;3;5
Mercedes;E-Class;Sedan;2021;35221;16609;2;394;Electric;Female;Single;3;5
Toyota;Camry;Sedan;2020;42648;35645;1,6;221;Petrol;Male;Married;3;4
Hyundai;Santa Fe;Sedan;2020;45621;11345;2;181;Electric;Female;Single;3;4
Ford;F-150;Sedan;2020;47693;97398;2;370;Petrol;Female;Single;0;3
Mercedes;GLC;Sedan;2021;38096;36701;2;326;Petrol;Male;Married;2;3
Toyota;Corolla;Sedan;2021;40288;99104;2;126;Petrol;Male;Married;3;5
Ford;Explorer;Sedan;2020;23089;43697;2,5;119;Petrol;Male;Married;1;4
Chevrolet;Equinox;Sedan;2020;46130;82182;2,5;203;Petrol;Male;Married;3;3
Chevrolet;Equinox;Sedan;2020;37693;11348;3,5;398;Petrol;Female;Married;0;2
Honda;Fit;Truck;2019;43409;52776;2;358;Petrol;Male;Married;2;2
Tesla;Model Y;Sedan;2021;41943;88475;2,5;395;Petrol;Female;Single;1;4
Tesla;Model S;Sedan;2020;28862;81276;1,6;288;Petrol;Male;Single;1;4
Hyundai;Santa Fe;Sedan;2021;24680;95514;2,5;245;Petrol;Male;Single;0;3
Chevrolet;Silverado;Sedan;2018;41738;56789;2;184;Petrol;Female;Single;3;5
Nissan;Maxima;Sedan;2021;21302;44356;2,5;109;Petrol;Female;Married;0;5
Toyota;Camry;Truck;2018;24517;64488;3,5;275;Petrol;Male;Single;1;4
Hyundai;Tucson;Sedan;2021;18245;59709;2,5;362;Petrol;Female;Married;3;5
Ford;Fusion;Hatchback;2019;35963;96498;3,5;199;Petrol;Female;Married;2;3
Hyundai;Elantra;Sedan;2020;23901;91280;1,8;388;Petrol;Male;Single;3;3
BMW;3 Series;Sedan;2020;34951;87362;2,5;212;Petrol;Female;Married;0;5
Ford;Explorer;Hatchback;2019;21165;68168;2,5;349;Petrol;Male;Single;1;3
Ford;Explorer;Truck;2020;24796;73581;1,8;141;Petrol;Female;Married;0;1
Hyundai;Tucson;Truck;2021;30046;52161;2,5;195;Petrol;Female;Married;2;4
